
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
-2.02546215e+00, 5.81293628e-02, 0.00000000e+00, 2.45977378e+00, 5.34292102e-01, -1.39005075e-03
-2.06004405e+00, 5.84590808e-02, 0.00000000e+00, 2.46165299e+00, 5.37360370e-01, -1.74947898e-03
-1.85966885e+00, 8.19483921e-02, 0.00000000e+00, 2.44840121e+00, 6.87231064e-01, -2.67688511e-03
-1.87378943e+00, 1.07594781e-01, 0.00000000e+00, 2.44966006e+00, 8.38501632e-01, -4.94788587e-03
-1.93525445e+00, 5.72692864e-02, 0.00000000e+00, 2.45379376e+00, 5.25221705e-01, -9.81672667e-04
-1.96517181e+00, 5.75545281e-02, 0.00000000e+00, 2.45592427e+00, 5.27845979e-01, -9.66951367e-04
-1.94875085e+00, 8.34627375e-02, 0.00000000e+00, 2.45457220e+00, 6.89577818e-01, -1.77960843e-03
-1.96155584e+00, 1.09650731e-01, 0.00000000e+00, 2.45545340e+00, 8.40944052e-01, -4.00575902e-03
-1.93290520e+00, 1.08529665e-01, 0.00000000e+00, 2.45369267e+00, 8.37491035e-01, -4.19158069e-03
-1.72463644e+00, 1.05606928e-01, 0.00000000e+00, 2.43846440e+00, 8.43974650e-01, -7.55818607e-03
-1.69480455e+00, 1.05264626e-01, 0.00000000e+00, 2.43608809e+00, 8.45677018e-01, -8.16746894e-03
-1.50120902e+00, 7.82727003e-02, 0.00000000e+00, 2.41870952e+00, 7.03871608e-01, -8.52152891e-03
-1.53107512e+00, 7.85386115e-02, 0.00000000e+00, 2.42155600e+00, 7.01137185e-01, -7.98090827e-03
-1.51586890e+00, 1.03501879e-01, 0.00000000e+00, 2.42052770e+00, 8.60926092e-01, -1.22392615e-02
-1.47133410e+00, 7.79997110e-02, 0.00000000e+00, 2.41576004e+00, 7.06811726e-01, -9.07276198e-03
-1.48649418e+00, 5.29906154e-02, 0.00000000e+00, 2.41707611e+00, 5.31324685e-01, -5.07416297e-03
-1.51641154e+00, 5.32758608e-02, 0.00000000e+00, 2.41997933e+00, 5.29139221e-01, -4.74778796e-03
-1.54632890e+00, 5.35611063e-02, 0.00000000e+00, 2.42278552e+00, 5.27214646e-01, -4.42474103e-03
-1.57624626e+00, 5.38463518e-02, 0.00000000e+00, 2.42550373e+00, 5.25553107e-01, -4.10439400e-03
-1.56094229e+00, 7.88137168e-02, 0.00000000e+00, 2.42431092e+00, 6.98700309e-01, -7.45160924e-03
-1.57550454e+00, 1.04044706e-01, 0.00000000e+00, 2.42600965e+00, 8.54849398e-01, -1.08006950e-02
-1.54568577e+00, 1.03766501e-01, 0.00000000e+00, 2.42331171e+00, 8.57744157e-01, -1.15088513e-02
-1.66497862e+00, 1.04936332e-01, 0.00000000e+00, 2.43366075e+00, 8.47594619e-01, -8.79615545e-03
-1.68042660e+00, 7.99749866e-02, 0.00000000e+00, 2.43457246e+00, 6.91484332e-01, -5.42028435e-03
-1.84397638e+00, 1.07145898e-01, 0.00000000e+00, 2.44752121e+00, 8.39170039e-01, -5.38823009e-03
-2.02340913e+00, 1.20052412e-01, 0.00000000e+00, 2.45918369e+00, 8.94078791e-01, -4.69896756e-03
-2.39758706e+00, 6.16773553e-02, 0.00000000e+00, 2.47502589e+00, 5.52497387e-01, -2.01028748e-03
-2.42272425e+00, 1.03477739e-01, 0.00000000e+00, 2.47580051e+00, 7.80321419e-01, -3.15306801e-03
-1.74017394e+00, 8.06007907e-02, 0.00000000e+00, 2.43935132e+00, 6.89280033e-01, -4.45126276e-03
-2.44765615e+00, 6.21547364e-02, 0.00000000e+00, 2.47661495e+00, 5.54306090e-01, -2.03179778e-03
-1.90351784e+00, 1.07999712e-01, 0.00000000e+00, 2.45173216e+00, 8.37601483e-01, -4.54184879e-03
-1.91921496e+00, 8.27425867e-02, 0.00000000e+00, 2.45258117e+00, 6.87552989e-01, -1.97529374e-03
-2.47233152e+00, 1.04535758e-01, 0.00000000e+00, 2.47734070e+00, 7.84602165e-01, -3.18239909e-03
-2.49772525e+00, 6.26321137e-02, 0.00000000e+00, 2.47810316e+00, 5.55995107e-01, -2.04461766e-03
-2.52211308e+00, 1.05486885e-01, 0.00000000e+00, 2.47879767e+00, 7.88374960e-01, -3.19025060e-03
-1.60532606e+00, 1.04323119e-01, 0.00000000e+00, 2.42862821e+00, 8.52146685e-01, -1.01117939e-02
-2.54779434e+00, 6.31094947e-02, 0.00000000e+00, 2.47950315e+00, 5.57572663e-01, -2.04254850e-03
-2.57200742e+00, 1.06337592e-01, 0.00000000e+00, 2.48017693e+00, 7.91685045e-01, -3.17316130e-03
-1.59081137e+00, 7.90953636e-02, 0.00000000e+00, 2.42698216e+00, 6.96532190e-01, -6.93177152e-03
-1.48605084e+00, 1.03256293e-01, 0.00000000e+00, 2.41764879e+00, 8.64442825e-01, -1.29949972e-02
-1.60616350e+00, 5.41315936e-02, 0.00000000e+00, 2.42814183e+00, 5.24144053e-01, -3.78541602e-03
-2.30251718e+00, 1.40547201e-01, 0.00000000e+00, 2.47172880e+00, 9.91525769e-01, -4.77320608e-03
-2.34973574e+00, 1.42470449e-01, 0.00000000e+00, 2.47336841e+00, 1.00001776e+00, -4.70323395e-03
-2.32599354e+00, 1.82054624e-01, 0.00000000e+00, 2.47274446e+00, 1.20938778e+00, -6.52929954e-03
-1.99822879e+00, 1.50235698e-01, 0.00000000e+00, 2.45799708e+00, 1.06220448e+00, -7.67755508e-03
-2.01778531e+00, 1.86349362e-01, 0.00000000e+00, 2.45985913e+00, 1.24774194e+00, -1.02581326e-02
-1.98181915e+00, 1.85405448e-01, 0.00000000e+00, 2.45771241e+00, 1.24559236e+00, -1.08767059e-02
-2.39811945e+00, 1.44335732e-01, 0.00000000e+00, 2.47499084e+00, 1.00819373e+00, -4.65927646e-03
-1.96332455e+00, 1.58022538e-01, 0.00000000e+00, 2.45614505e+00, 1.10668826e+00, -8.86107050e-03
-1.94669831e+00, 1.33690387e-01, 0.00000000e+00, 2.45490766e+00, 9.77097750e-01, -6.72165584e-03
-1.97206187e+00, 1.33173570e-01, 0.00000000e+00, 2.45626545e+00, 9.71809506e-01, -6.36320794e-03
-2.03874707e+00, 1.54887572e-01, 0.00000000e+00, 2.46043277e+00, 1.08396244e+00, -7.58067332e-03
-2.42200899e+00, 1.87256023e-01, 0.00000000e+00, 2.47594643e+00, 1.23168540e+00, -6.24861754e-03
-2.37350655e+00, 1.84847116e-01, 0.00000000e+00, 2.47433972e+00, 1.22150218e+00, -6.40135305e-03
-2.25742769e+00, 1.38905033e-01, 0.00000000e+00, 2.47016573e+00, 9.84636903e-01, -4.97451564e-03
-2.23658991e+00, 1.75747111e-01, 0.00000000e+00, 2.46970892e+00, 1.18133187e+00, -6.88188290e-03
-2.21612310e+00, 1.38030335e-01, 0.00000000e+00, 2.46875191e+00, 9.81444240e-01, -5.25266584e-03
-2.11620712e+00, 1.63243309e-01, 0.00000000e+00, 2.46440220e+00, 1.12297845e+00, -7.25164078e-03
-2.17783093e+00, 1.35323554e-01, 0.00000000e+00, 2.46734905e+00, 9.68182266e-01, -5.21614589e-03
-2.15558290e+00, 1.67819038e-01, 0.00000000e+00, 2.46641755e+00, 1.14467192e+00, -7.12691341e-03
-2.44715691e+00, 1.46030828e-01, 0.00000000e+00, 2.47656870e+00, 1.01553738e+00, -4.60748840e-03
-2.47109938e+00, 1.89285010e-01, 0.00000000e+00, 2.47750354e+00, 1.24004686e+00, -6.05232082e-03
-2.49658275e+00, 1.47504777e-01, 0.00000000e+00, 2.47807670e+00, 1.02180064e+00, -4.52790596e-03
-2.52053905e+00, 1.90994978e-01, 0.00000000e+00, 2.47898388e+00, 1.24692893e+00, -5.82565879e-03
-1.91767192e+00, 1.33721709e-01, 0.00000000e+00, 2.45309424e+00, 9.80178952e-01, -7.14555290e-03
-1.79847574e+00, 1.31818369e-01, 0.00000000e+00, 2.44460225e+00, 9.83272016e-01, -9.16435197e-03
-1.59001267e+00, 1.29239455e-01, 0.00000000e+00, 2.42786193e+00, 9.97465611e-01, -1.42462319e-02
-1.61978781e+00, 1.29540265e-01, 0.00000000e+00, 2.43042445e+00, 9.94633734e-01, -1.34240519e-02
-1.60446417e+00, 1.54421493e-01, 0.00000000e+00, 2.42989564e+00, 1.13043809e+00, -1.76200420e-02
-1.57474124e+00, 1.54116809e-01, 0.00000000e+00, 2.42732787e+00, 1.13338196e+00, -1.86029915e-02
-1.58918166e+00, 1.79261267e-01, 0.00000000e+00, 2.42963028e+00, 1.25845242e+00, -2.18486991e-02
-2.57021689e+00, 1.92436486e-01, 0.00000000e+00, 2.48038387e+00, 1.25260031e+00, -5.58070233e-03
-2.54624724e+00, 1.48784533e-01, 0.00000000e+00, 2.47950935e+00, 1.02714908e+00, -4.42131981e-03
-2.59608006e+00, 1.49875522e-01, 0.00000000e+00, 2.48086786e+00, 1.03161275e+00, -4.29277867e-03
-1.75312996e+00, 1.56335115e-01, 0.00000000e+00, 2.44182801e+00, 1.12019408e+00, -1.33021791e-02
-1.72339547e+00, 1.55901447e-01, 0.00000000e+00, 2.43954682e+00, 1.12167239e+00, -1.40878810e-02
-1.73891318e+00, 1.30957633e-01, 0.00000000e+00, 2.44007444e+00, 9.85994816e-01, -1.04490444e-02
-1.76869929e+00, 1.31365046e-01, 0.00000000e+00, 2.44236183e+00, 9.84449863e-01, -9.78619047e-03
-1.78282619e+00, 1.56823665e-01, 0.00000000e+00, 2.44406056e+00, 1.11915100e+00, -1.25592528e-02
-1.85810900e+00, 1.32845461e-01, 0.00000000e+00, 2.44893885e+00, 9.81902599e-01, -8.06618854e-03
-1.93261778e+00, 1.59425408e-01, 0.00000000e+00, 2.45447350e+00, 1.11685908e+00, -9.49273817e-03
-1.90232575e+00, 1.59365907e-01, 0.00000000e+00, 2.45253348e+00, 1.11947131e+00, -1.00443773e-02
-1.69367051e+00, 1.55500725e-01, 0.00000000e+00, 2.43721676e+00, 1.12346923e+00, -1.49135413e-02
-1.66392970e+00, 1.55117854e-01, 0.00000000e+00, 2.43483353e+00, 1.12551248e+00, -1.57771856e-02
-1.67934978e+00, 1.30210668e-01, 0.00000000e+00, 2.43535757e+00, 9.89824891e-01, -1.18747847e-02
-1.82828724e+00, 1.32301077e-01, 0.00000000e+00, 2.44679403e+00, 9.82361853e-01, -8.58701020e-03
-1.84232056e+00, 1.58069164e-01, 0.00000000e+00, 2.44837880e+00, 1.11890602e+00, -1.12030739e-02
-2.62007284e+00, 1.93628445e-01, 0.00000000e+00, 2.48170710e+00, 1.25715601e+00, -5.32785244e-03
-2.64603138e+00, 1.50781512e-01, 0.00000000e+00, 2.48215652e+00, 1.03520536e+00, -4.14789282e-03
-1.70913541e+00, 1.30574390e-01, 0.00000000e+00, 2.43774104e+00, 9.87791359e-01, -1.11460937e-02
-1.47093058e+00, 1.28207266e-01, 0.00000000e+00, 2.41679764e+00, 1.01161397e+00, -1.78710558e-02
-1.50070655e+00, 1.28434151e-01, 0.00000000e+00, 2.41970181e+00, 1.00759602e+00, -1.69100016e-02
-1.48558486e+00, 1.53320819e-01, 0.00000000e+00, 2.41913772e+00, 1.14395964e+00, -2.18104646e-02
-1.52984929e+00, 1.78666309e-01, 0.00000000e+00, 2.42442870e+00, 1.26450408e+00, -2.42034290e-02
-1.50018334e+00, 1.78391755e-01, 0.00000000e+00, 2.42170286e+00, 1.26792896e+00, -2.54566371e-02
-1.51530814e+00, 1.53567746e-01, 0.00000000e+00, 2.42195725e+00, 1.14013898e+00, -2.06963401e-02
-1.55951107e+00, 1.78945884e-01, 0.00000000e+00, 2.42706752e+00, 1.26129782e+00, -2.30002161e-02
-1.54502428e+00, 1.53841913e-01, 0.00000000e+00, 2.42468500e+00, 1.13666296e+00, -1.96292996e-02
-1.53047502e+00, 1.28689066e-01, 0.00000000e+00, 2.42250872e+00, 1.00394869e+00, -1.59882549e-02
-1.56024241e+00, 1.28964588e-01, 0.00000000e+00, 2.42522645e+00, 1.00061595e+00, -1.51019134e-02
-2.28014612e+00, 1.78932086e-01, 0.00000000e+00, 2.47120237e+00, 1.19551909e+00, -6.68129418e-03
-2.07726717e+00, 1.58977643e-01, 0.00000000e+00, 2.46242714e+00, 1.10292339e+00, -7.42501626e-03
-2.19539428e+00, 1.72168776e-01, 0.00000000e+00, 2.46817088e+00, 1.16500914e+00, -7.05225766e-03
-1.63419807e+00, 1.54760301e-01, 0.00000000e+00, 2.43239570e+00, 1.12784398e+00, -1.66791603e-02
-1.88796663e+00, 1.33319139e-01, 0.00000000e+00, 2.45104909e+00, 9.81157660e-01, -7.58717675e-03
-1.64956951e+00, 1.29866898e-01, 0.00000000e+00, 2.43292093e+00, 9.92106795e-01, -1.26341078e-02
-1.81257200e+00, 1.57377034e-01, 0.00000000e+00, 2.44624829e+00, 1.11858726e+00, -1.18549885e-02
-1.87225580e+00, 1.58739194e-01, 0.00000000e+00, 2.45046854e+00, 1.11923993e+00, -1.05967205e-02
-2.67004776e+00, 1.94580674e-01, 0.00000000e+00, 2.48296046e+00, 1.26064134e+00, -5.07410057e-03
-1.47050285e+00, 1.78150758e-01, 0.00000000e+00, 2.41888356e+00, 1.27172303e+00, -2.67673042e-02
-3.29616523e+00, 1.56862348e-01, 0.00000000e+00, 2.49521327e+00, 1.05835223e+00, -2.40936968e-03
-3.39618564e+00, 1.57710880e-01, 0.00000000e+00, 2.49687028e+00, 1.06218851e+00, -2.24636029e-03
-3.34617496e+00, 1.57279953e-01, 0.00000000e+00, 2.49604821e+00, 1.06021893e+00, -2.32478441e-03
-2.69605184e+00, 1.51515707e-01, 0.00000000e+00, 2.48338151e+00, 1.03798485e+00, -3.99216218e-03
-3.09615779e+00, 1.55213162e-01, 0.00000000e+00, 2.49169207e+00, 1.05138433e+00, -2.82003195e-03
-3.19615388e+00, 1.56045958e-01, 0.00000000e+00, 2.49349189e+00, 1.05482948e+00, -2.60093738e-03
-3.14615488e+00, 1.55626684e-01, 0.00000000e+00, 2.49260116e+00, 1.05306947e+00, -2.70685321e-03
-2.84615397e+00, 1.53057367e-01, 0.00000000e+00, 2.48675871e+00, 1.04331303e+00, -3.50822136e-03
-2.89616513e+00, 1.53499171e-01, 0.00000000e+00, 2.48780322e+00, 1.04485869e+00, -3.35520878e-03
-2.87011099e+00, 1.96777225e-01, 0.00000000e+00, 2.48744345e+00, 1.26759946e+00, -4.12368122e-03
-3.24615550e+00, 1.56466797e-01, 0.00000000e+00, 2.49436307e+00, 1.05664015e+00, -2.50166049e-03
-3.49621582e+00, 1.58560663e-01, 0.00000000e+00, 2.49847007e+00, 1.06615663e+00, -2.10624142e-03
-3.64626837e+00, 1.59825206e-01, 0.00000000e+00, 2.50078058e+00, 1.07223976e+00, -1.93417678e-03
-2.99616814e+00, 1.54371366e-01, 0.00000000e+00, 2.48980165e+00, 1.04808533e+00, -3.07239639e-03
-2.77010322e+00, 1.95851102e-01, 0.00000000e+00, 2.48529673e+00, 1.26479638e+00, -4.57976712e-03
-2.74608755e+00, 1.52058557e-01, 0.00000000e+00, 2.48455191e+00, 1.03983462e+00, -3.82995955e-03
-2.79612398e+00, 1.52574778e-01, 0.00000000e+00, 2.48567581e+00, 1.04162252e+00, -3.66757135e-03
-2.94616961e+00, 1.53935611e-01, 0.00000000e+00, 2.48881602e+00, 1.04644299e+00, -3.21013993e-03
-2.97005939e+00, 1.97610319e-01, 0.00000000e+00, 2.48945117e+00, 1.27022016e+00, -3.71734868e-03
-2.92009020e+00, 1.97194487e-01, 0.00000000e+00, 2.48846102e+00, 1.26888263e+00, -3.91466590e-03
-2.72007871e+00, 1.95318878e-01, 0.00000000e+00, 2.48415351e+00, 1.26317573e+00, -4.82399762e-03
-3.59624743e+00, 1.59419850e-01, 0.00000000e+00, 2.50002289e+00, 1.07027698e+00, -1.98706845e-03
-3.04616308e+00, 1.54807627e-01, 0.00000000e+00, 2.49076056e+00, 1.04979002e+00, -2.94202915e-03
-3.44619703e+00, 1.58151463e-01, 0.00000000e+00, 2.49767756e+00, 1.06424189e+00, -2.17336672e-03
-3.69628572e+00, 1.60253614e-01, 0.00000000e+00, 2.50153208e+00, 1.07434559e+00, -1.88565964e-03
-3.54623294e+00, 1.58984050e-01, 0.00000000e+00, 2.49925208e+00, 1.06817102e+00, -2.04449263e-03
-2.82012153e+00, 1.96350172e-01, 0.00000000e+00, 2.48639226e+00, 1.26633632e+00, -4.34590830e-03
-3.64328957e+00, 2.45787159e-01, 0.00000000e+00, 2.50088382e+00, 1.48312819e+00, -2.21969606e-03
-3.61977577e+00, 2.02632874e-01, 0.00000000e+00, 2.50043511e+00, 1.28962028e+00, -2.10469496e-03
-3.66976213e+00, 2.03048214e-01, 0.00000000e+00, 2.50118613e+00, 1.29144955e+00, -2.03498057e-03
-3.56976914e+00, 2.02285647e-01, 0.00000000e+00, 2.49967790e+00, 1.28813708e+00, -2.17996049e-03
-3.76977181e+00, 2.03840941e-01, 0.00000000e+00, 2.50266027e+00, 1.29499435e+00, -1.90935284e-03
-3.71974802e+00, 2.03473508e-01, 0.00000000e+00, 2.50193048e+00, 1.29335070e+00, -1.96943828e-03
-3.29353690e+00, 2.43239090e-01, 0.00000000e+00, 2.49542880e+00, 1.47432280e+00, -3.02859303e-03
-3.26985669e+00, 1.99886724e-01, 0.00000000e+00, 2.49486971e+00, 1.27824569e+00, -2.77895271e-03
-3.31983495e+00, 2.00276539e-01, 0.00000000e+00, 2.49570346e+00, 1.27977252e+00, -2.65969802e-03
-3.41979647e+00, 2.01097578e-01, 0.00000000e+00, 2.49733353e+00, 1.28312266e+00, -2.44511710e-03
-3.44341731e+00, 2.44320199e-01, 0.00000000e+00, 2.49783587e+00, 1.47792125e+00, -2.62907520e-03
-3.39343739e+00, 2.44003952e-01, 0.00000000e+00, 2.49704981e+00, 1.47688293e+00, -2.75204354e-03
-3.21987081e+00, 1.99553147e-01, 0.00000000e+00, 2.49401903e+00, 1.27702391e+00, -2.90836347e-03
-3.34348702e+00, 2.43612170e-01, 0.00000000e+00, 2.49624562e+00, 1.47554934e+00, -2.88531836e-03
-3.36981368e+00, 2.00685099e-01, 0.00000000e+00, 2.49652529e+00, 1.28142226e+00, -2.54851719e-03
-3.02002025e+00, 1.98019370e-01, 0.00000000e+00, 2.49041343e+00, 1.27158320e+00, -3.53149720e-03
-3.06997943e+00, 1.98386148e-01, 0.00000000e+00, 2.49134541e+00, 1.27279317e+00, -3.35803442e-03
-3.04383731e+00, 2.41534889e-01, 0.00000000e+00, 2.49109721e+00, 1.46936023e+00, -3.93371237e-03
-3.11994123e+00, 1.98767036e-01, 0.00000000e+00, 2.49225497e+00, 1.27412105e+00, -3.19763250e-03
-3.14369297e+00, 2.42246598e-01, 0.00000000e+00, 2.49288654e+00, 1.47135901e+00, -3.53098381e-03
-3.09376597e+00, 2.41877586e-01, 0.00000000e+00, 2.49199986e+00, 1.47028244e+00, -3.72519670e-03
-2.64404082e+00, 2.37503961e-01, 0.00000000e+00, 2.48269892e+00, 1.45853472e+00, -6.21366780e-03
-2.69405270e+00, 2.38416970e-01, 0.00000000e+00, 2.48390460e+00, 1.46137798e+00, -5.86920278e-03
-3.16990399e+00, 1.99162602e-01, 0.00000000e+00, 2.49314642e+00, 1.27556348e+00, -3.04805860e-03
-3.19362402e+00, 2.42612898e-01, 0.00000000e+00, 2.49375439e+00, 1.47246242e+00, -3.35005391e-03
-3.24357677e+00, 2.42922455e-01, 0.00000000e+00, 2.49459910e+00, 1.47336042e+00, -3.18275951e-03
-3.46979165e+00, 2.01470718e-01, 0.00000000e+00, 2.49812388e+00, 1.28465712e+00, -2.34963233e-03
-2.84407449e+00, 2.40037486e-01, 0.00000000e+00, 2.48720765e+00, 1.46562552e+00, -4.93225455e-03
-3.54333448e+00, 2.45106354e-01, 0.00000000e+00, 2.49938202e+00, 1.48070812e+00, -2.40869983e-03
-3.51978183e+00, 2.01870516e-01, 0.00000000e+00, 2.49890614e+00, 1.28634751e+00, -2.26172339e-03
-2.94397926e+00, 2.40833148e-01, 0.00000000e+00, 2.48921108e+00, 1.46758389e+00, -4.40011593e-03
-2.89403439e+00, 2.40438819e-01, 0.00000000e+00, 2.48822331e+00, 1.46659040e+00, -4.65784781e-03
-3.69324207e+00, 2.46199965e-01, 0.00000000e+00, 2.50162482e+00, 1.48466539e+00, -2.13399669e-03
-2.99391031e+00, 2.41212979e-01, 0.00000000e+00, 2.49017048e+00, 1.46857107e+00, -4.15861653e-03
-2.74408841e+00, 2.39105090e-01, 0.00000000e+00, 2.48505521e+00, 1.46334505e+00, -5.53898467e-03
-2.79410028e+00, 2.39621282e-01, 0.00000000e+00, 2.48615694e+00, 1.46466327e+00, -5.22576133e-03
-3.59331775e+00, 2.45431185e-01, 0.00000000e+00, 2.50013447e+00, 1.48184347e+00, -2.31066113e-03
-3.49337673e+00, 2.44706243e-01, 0.00000000e+00, 2.49861360e+00, 1.47927344e+00, -2.51522590e-03
-3.79321861e+00, 2.46925920e-01, 0.00000000e+00, 2.50307369e+00, 1.48736143e+00, -1.97996036e-03
-3.74322939e+00, 2.46535361e-01, 0.00000000e+00, 2.50235128e+00, 1.48589134e+00, -2.05455231e-03
-2.59411883e+00, 2.36332119e-01, 0.00000000e+00, 2.48142624e+00, 1.45467305e+00, -6.57006307e-03
-2.17242479e+00, 2.05573186e-01, 0.00000000e+00, 2.46761489e+00, 1.33136690e+00, -9.12381057e-03
-2.21358418e+00, 2.10882545e-01, 0.00000000e+00, 2.46935654e+00, 1.35413599e+00, -8.91567674e-03
-2.18885612e+00, 2.44611904e-01, 0.00000000e+00, 2.46906304e+00, 1.50347710e+00, -1.09692672e-02
-2.13252759e+00, 2.00140566e-01, 0.00000000e+00, 2.46578503e+00, 1.30777240e+00, -9.31563042e-03
-2.14819241e+00, 2.37866491e-01, 0.00000000e+00, 2.46716642e+00, 1.47727096e+00, -1.12258717e-02
-2.30140591e+00, 2.20796213e-01, 0.00000000e+00, 2.47229242e+00, 1.39579010e+00, -8.40458553e-03
-2.05539155e+00, 1.90191612e-01, 0.00000000e+00, 2.46190834e+00, 1.26415050e+00, -9.89645906e-03
-2.07093406e+00, 2.25544259e-01, 0.00000000e+00, 2.46351433e+00, 1.42819965e+00, -1.18667092e-02
-2.03403711e+00, 2.20507234e-01, 0.00000000e+00, 2.46148658e+00, 1.40810001e+00, -1.22802267e-02
-1.99848819e+00, 2.16948196e-01, 0.00000000e+00, 2.45956469e+00, 1.39442968e+00, -1.28231151e-02
-1.96448684e+00, 2.15047047e-01, 0.00000000e+00, 2.45770645e+00, 1.38814390e+00, -1.35600120e-02
-2.09356546e+00, 1.94920287e-01, 0.00000000e+00, 2.46388268e+00, 1.28488672e+00, -9.58666392e-03
-2.39651513e+00, 2.28409946e-01, 0.00000000e+00, 2.47547245e+00, 1.42613411e+00, -7.95612205e-03
-2.34830284e+00, 2.25019500e-01, 0.00000000e+00, 2.47381139e+00, 1.41289139e+00, -8.19873717e-03
-2.44545507e+00, 2.31045768e-01, 0.00000000e+00, 2.47709513e+00, 1.43600357e+00, -7.64670316e-03
-2.49478149e+00, 2.33151957e-01, 0.00000000e+00, 2.47863340e+00, 1.44362974e+00, -7.29739433e-03
-2.54435158e+00, 2.34889179e-01, 0.00000000e+00, 2.48007464e+00, 1.44973934e+00, -6.93412544e-03
-1.94852233e+00, 1.86273307e-01, 0.00000000e+00, 2.45594716e+00, 1.25252306e+00, -1.16303191e-02
-1.79685259e+00, 1.82317540e-01, 0.00000000e+00, 2.44591284e+00, 1.24739003e+00, -1.50542110e-02
-1.82644951e+00, 1.83096543e-01, 0.00000000e+00, 2.44804144e+00, 1.24813318e+00, -1.42574431e-02
-1.81055582e+00, 2.07851112e-01, 0.00000000e+00, 2.44794583e+00, 1.36823416e+00, -1.72293503e-02
-1.78120387e+00, 2.07102939e-01, 0.00000000e+00, 2.44579935e+00, 1.36773455e+00, -1.81694403e-02
-1.79491365e+00, 2.32326314e-01, 0.00000000e+00, 2.44809222e+00, 1.47844481e+00, -2.01321095e-02
-1.88632822e+00, 1.85181901e-01, 0.00000000e+00, 2.45209503e+00, 1.25262260e+00, -1.28772603e-02
-1.57393575e+00, 2.04047397e-01, 0.00000000e+00, 2.42965913e+00, 1.37847352e+00, -2.60099694e-02
-1.84002137e+00, 2.08985940e-01, 0.00000000e+00, 2.44996572e+00, 1.37069547e+00, -1.63607374e-02
-1.86975956e+00, 2.10615084e-01, 0.00000000e+00, 2.45185280e+00, 1.37555563e+00, -1.56338420e-02
-1.85277295e+00, 2.35221013e-01, 0.00000000e+00, 2.45183420e+00, 1.48568666e+00, -1.82880778e-02
-1.54432166e+00, 2.03719467e-01, 0.00000000e+00, 2.42711329e+00, 1.38114953e+00, -2.73321923e-02
-1.55873036e+00, 2.28780299e-01, 0.00000000e+00, 2.43001318e+00, 1.48965681e+00, -3.00655123e-02
-1.76722741e+00, 1.81728914e-01, 0.00000000e+00, 2.44372773e+00, 1.24774909e+00, -1.58956014e-02
-1.85624945e+00, 1.84055701e-01, 0.00000000e+00, 2.45008707e+00, 1.24990940e+00, -1.35224443e-02
-1.93184137e+00, 2.13849977e-01, 0.00000000e+00, 2.45581508e+00, 1.38515162e+00, -1.43144894e-02
-1.73760056e+00, 1.81242645e-01, 0.00000000e+00, 2.44151115e+00, 1.24876118e+00, -1.67772565e-02
-1.70792329e+00, 1.80798188e-01, 0.00000000e+00, 2.43924594e+00, 1.25013697e+00, -1.77040696e-02
-1.75168180e+00, 2.06549227e-01, 0.00000000e+00, 2.44362497e+00, 1.36828685e+00, -1.91494524e-02
-1.67824161e+00, 1.80383936e-01, 0.00000000e+00, 2.43692732e+00, 1.25182152e+00, -1.86755862e-02
-1.64854884e+00, 1.79984555e-01, 0.00000000e+00, 2.43455315e+00, 1.25374138e+00, -1.96890850e-02
-1.72212100e+00, 2.06097946e-01, 0.00000000e+00, 2.44144011e+00, 1.36944306e+00, -2.01730542e-02
-1.69248617e+00, 2.05647096e-01, 0.00000000e+00, 2.43920040e+00, 1.37075055e+00, -2.12438982e-02
-1.73623884e+00, 2.31333569e-01, 0.00000000e+00, 2.44378853e+00, 1.48002112e+00, -2.23296247e-02
-1.66284800e+00, 2.05223888e-01, 0.00000000e+00, 2.43690181e+00, 1.37233758e+00, -2.23637186e-02
-1.63320065e+00, 2.04805300e-01, 0.00000000e+00, 2.43454647e+00, 1.37410069e+00, -2.35291999e-02
-1.70669138e+00, 2.30915412e-01, 0.00000000e+00, 2.44164562e+00, 1.48130667e+00, -2.34889761e-02
-1.67709184e+00, 2.30463222e-01, 0.00000000e+00, 2.43943763e+00, 1.48258054e+00, -2.46974789e-02
-1.64748836e+00, 2.30019525e-01, 0.00000000e+00, 2.43716741e+00, 1.48403239e+00, -2.59585194e-02
-1.61788917e+00, 2.29579553e-01, 0.00000000e+00, 2.43484163e+00, 1.48564208e+00, -2.72708982e-02
-1.51471663e+00, 2.03430399e-01, 0.00000000e+00, 2.42449093e+00, 1.38418460e+00, -2.87136771e-02
-1.48510027e+00, 2.03153461e-01, 0.00000000e+00, 2.42178011e+00, 1.38746595e+00, -3.01545709e-02
-1.52917266e+00, 2.28433147e-01, 0.00000000e+00, 2.42749643e+00, 1.49212813e+00, -3.15550379e-02
-2.25647855e+00, 2.15960711e-01, 0.00000000e+00, 2.47089553e+00, 1.37562144e+00, -8.64456221e-03
-2.23114824e+00, 2.51374632e-01, 0.00000000e+00, 2.47087431e+00, 1.52923870e+00, -1.05845602e-02
-2.10897493e+00, 2.31413931e-01, 0.00000000e+00, 2.46542621e+00, 1.45169163e+00, -1.14897406e-02
-1.82389379e+00, 2.33277410e-01, 0.00000000e+00, 2.45013309e+00, 1.47982657e+00, -1.91131141e-02
